,university_name,alumni,award,hici,ns,pub,result.cluster
1545,The University of Texas Southwestern Medical Center at Dallas,21.7,33.2,30.9,31.7,39.3,1
1546,Pennsylvania State University - University Park,12.5,0,45.5,38.5,58.9,2
1547,Pierre and Marie  Curie University - Paris 6,36.6,23.6,23.1,27.3,58.2,1
1548,Vanderbilt University,18.6,29.6,30.9,23.1,50.3,1
1549,University of Copenhagen,27.4,24.2,26.3,25.4,54.5,1
1550,"University of California, Irvine",0,29.4,37.2,27.5,49.3,1
1551,Utrecht University,27.4,20.9,28.2,28.8,53.3,1
1552,"University of California, Davis",0,0,46.7,31.7,63.2,2
1553,University of Paris Sud (Paris 11),33.3,46.2,14.6,20.4,47,1
1554,University of Southern California,0,26.8,38.6,24.7,52.6,1
1555,Karolinska Institute,27.4,27.3,31.8,18.3,50.1,1
1556,University of Pittsburgh,22.4,0,40.6,23.2,63.1,1
1557,University of Zurich,11.2,26.8,24.7,27.5,50.2,1
1558,"Rutgers, The State University of New Jersey",13.7,20,39.9,27.9,44,1
1559,The University of Edinburgh,20.2,16.7,26.3,32.3,49.7,1
1560,University of Munich,33.1,22.9,16.3,25.6,52.7,1
1561,Technical University Munich,41.1,23.6,25.3,18.9,44.8,1
1562,University of Florida,20.2,0,37.2,22.7,64.9,1
1563,The Australian National University,15.8,12.6,35.7,30.5,43.4,1
1564,McGill University,25.7,0,32.6,22.8,60.3,1
1565,University of Bristol,9.7,17.9,28.2,28.1,47.8,1
1566,Carnegie Mellon University,31.2,32.8,31.8,11.3,35.7,1
1567,The Ohio State University - Columbus,15.8,0,41.9,19.8,63,1
1568,University of Oslo,23.1,33.4,17.9,17,46.7,1
1569,Purdue University - West Lafayette,16.8,16.7,30.1,22,52.8,1
1570,The Hebrew University of Jerusalem,29.6,20,24.2,22.9,44.1,1
1571,University of Heidelberg,17.7,27.2,17.9,20.4,49.2,1
1572,Osaka University,11.2,0,26.3,28.2,63.6,1
1573,University of Helsinki,16.8,17.9,21.9,20.8,53.8,1
1574,Moscow State University,49.1,34.2,0,8.3,53.2,3
1575,Brown University,16.8,13.6,31.8,26.6,40.4,1
1576,Uppsala University,23.1,32.2,12.6,19.3,49.5,1
1577,Ecole Normale Superieure - Paris,53.4,24.5,12.6,17.2,25.9,3
1578,University of Melbourne,13.7,14.1,23.1,19.6,58.1,1
1579,University of Rochester,29.6,8.9,27.3,21.6,44.1,1
1580,Leiden University,22.4,15.5,28.2,17.7,47.6,1
1581,The University of Sheffield,20.9,14.1,21.9,25.5,47,1
1582,University of Arizona,0,0,30.1,36.5,54.2,1
1583,Tohoku University,16.8,0,21.9,23.2,63.9,1
1584,University of Utah,0,11.5,30.1,29.2,48,1
1585,King's College London,14.8,23.1,21.9,15.3,48.7,1
1586,University of Nottingham,13.7,20,24.2,16,47.9,1
1587,Boston University,13.7,0,30.1,27.5,51.5,1
1588,Case Western Reserve University,36.3,11.5,21.9,15.2,42.1,1
1589,Michigan State University,11.2,0,35.7,22.4,51.6,1
1590,Stockholm University,26.3,29.6,16.3,19.2,36.2,1
1591,University of Basel,23.1,17.1,20.6,21.1,35.7,1
1592,Texas A&M University - College Station,0,0,32.6,24.5,55,1
1593,McMaster University,14.8,18.9,21.9,14.7,46.1,1
1594,University of Goettingen,34.5,20,14.6,16.5,40.3,1
1595,University of Birmingham,22.4,10.9,21.9,15.6,47.3,1
1596,Indiana University Bloomington,12.5,17.9,26.3,21.2,39.3,1
1597,Arizona State University - Tempe,0,14.1,24.2,28.2,43.1,1
1598,Aarhus University,13.7,18.9,7.3,24.5,48.2,3
1599,University of Virginia,0,0,32.6,26.3,47.2,1
1600,University of Freiburg,22.4,20.9,16.3,19.2,38,1
1601,Lund University,26.3,0,25.3,18,51.7,1
1602,Rice University,19.4,21.9,21.9,19.7,29.5,1
1603,University of Bonn,17.7,20,14.6,20.2,41.3,1
1604,University of Sydney,17.7,0,20.6,16.4,58,1
1605,Baylor College of Medicine,0,0,19.3,30.9,43.4,1
1606,Cardiff University,0,16.3,7.3,18.9,43.8,3
1607,Catholic University of Leuven,0,0,21.9,15.6,50.8,1
1608,Catholic University of Louvain,12.5,13.6,17.9,12.4,42.8,1
1609,Dartmouth College,21.7,0,21.9,20.6,31.4,1
1610,Emory University,0,0,30.9,21.3,50.5,1
1611,Georgia Institute of Technology,14.8,0,25.3,23.6,45.6,1
1612,Ghent University,7.9,15.5,16.3,7.7,52.7,3
1613,Kyushu University,0,0,14.6,17.7,52.3,1
1614,Mayo Medical School,0,0,25.3,15.2,49.2,1
1615,Nagoya University,0,14.1,16.3,20.7,51.4,1
1616,National University of Singapore,0,0,14.6,13,57.3,3
1617,North Carolina State University - Raleigh,0,0,28.2,17.4,43.7,1
1618,Oregon State University,13.7,0,27.3,24.4,37.2,1
1619,Swiss Federal Institute of Technology of Lausanne,0,0,24.2,17.3,40.8,1
1620,Technion-Israel Institute of Technology,16.8,23.1,14.6,14.6,39.8,3
1621,Tel Aviv University,0,0,24.2,20.5,52.2,1
1622,The University of Georgia,0,0,26.3,19.8,44.6,1
1623,The University of Glasgow,11.2,0,21.9,15.5,43.4,1
1624,The University of Queensland,14.8,0,12.6,22,54.5,1
1625,The University of Western Australia,15.8,14.1,17.9,10.5,41.2,3
1626,Tokyo Institute of Technology,14.8,0,21.9,23.9,46.6,1
1627,Tufts University,16.8,16.7,23.1,14.4,39.3,1
1628,University Libre Bruxelles,19.4,18.9,12.6,14.3,31.6,3
1629,University of Alberta,13.7,0,19.3,19.1,55.1,1
1630,University of Amsterdam,7.9,0,19.3,23.6,50.2,1
1631,"University of California, Riverside",14.8,0,27.3,25.7,35.9,1
1632,"University of California, Santa Cruz",0,0,27.3,30.3,30.7,1
1633,University of Frankfurt,35.9,8.9,19.3,14,39.4,1
1634,University of Geneva,26.3,0,20.6,22.9,35,1
1635,University of Groningen,0,20,17.9,17.2,47.3,1
1636,University of Hawaii at Manoa,0,0,26.3,31,37.9,1
1637,University of Illinois at Chicago,0,0,26.3,12.8,47.9,1
1638,University of Iowa,0,0,34.2,21.8,49.2,1
1639,University of Leeds,20.2,0,10.3,24,43.6,1
1640,University of Liverpool,20.9,15.5,12.6,19.2,42.4,1
1641,University of Mainz,0,8.2,17.9,20.4,38,1
1642,University of Massachusetts Amherst,15.8,0,33.4,20.4,36.4,1
1643,University of Massachusetts Medical School - Worcester,0,20,14.6,25,28.1,1
1644,University of Milan,20.2,0,19.3,14.2,52.8,1
1645,University of Montreal,13.7,0,14.6,15.6,52.8,3
1646,University of Muenster,22.4,15.5,12.6,13.5,37.5,3
1647,University of Paris Diderot (Paris 7),16.3,13.8,14.6,21.8,38.1,1
1648,University of Pisa,16.8,23.6,14.6,5,40.4,3
1649,University of Roma - La Sapienza,14.8,15.5,10.3,16.3,53.5,3
1650,University of Sao Paulo,0,0,10.3,12.7,69,3
1651,University of Strasbourg,26.3,22.5,16.3,16.1,34.3,1
1652,University of Sussex,0,22.8,19.3,16.5,27.7,1
1653,University of Tuebingen,26.3,0,16.3,20.6,42.3,1
1654,University of Wuerzburg,22.4,8.9,24.2,14.4,37.1,1
1655,VU University Amsterdam,0,0,23.1,14.6,46,1
1656,Colorado State University,0,0,27.3,13.9,38.2,1
1657,Delft University of Technology,13.7,0,7.3,23.9,36.1,3
1658,Erasmus University,0,15.5,20.6,5.8,31.5,3
1659,Florida State University,0,0,20.6,20.6,39.7,1
1660,George Mason University,0,32.2,10.3,5.6,27.1,3
1661,Hokkaido University,0,0,16.3,16.2,51.2,1
1662,Iowa State University,0,0,23.1,11.7,43.9,1
1663,Joseph Fourier University (Grenoble 1),0,15.5,10.3,17.2,35.8,3
1664,National Autonomous University of Mexico,14.8,0,7.3,13.1,50.3,3
1665,National Taiwan University,13.7,0,7.3,10.3,57.6,3
1666,Oregon Health and Science University,0,0,20.6,19.2,37.2,1
1667,"Queen Mary, U. of London",21.7,0,16.3,15.6,32.3,1
1668,Radboud University Nijmegen,0,0,10.3,20.2,44.8,3
1669,Seoul National University,0,0,7.3,11.5,63.8,3
1670,State University of New York at Stony Brook,0,0,17.9,24.6,38.5,1
1671,Technical University of Denmark,7.9,12.6,17.9,13.5,33.5,1
1672,The University of Alabama at Birmingham,0,0,16.3,16.3,44.6,1
1673,The University of Connecticut - Storrs,13.7,0,16.3,12.3,36.6,3
1674,The University of Texas Health Science Center at Houston,0,15.5,17.9,18.7,31.3,1
1675,The University of Texas M. D. Anderson Cancer Center,0,0,21.9,10.1,43.5,1
1676,University of Barcelona,0,0,7.3,15.6,49.9,3
1677,University of Bern,14.8,0,10.3,19.8,36.7,3
1678,University of Buenos Aires,19.4,25.3,0,5.9,36.2,3
1679,University of Cincinnati,0,0,23.1,11.1,42.8,1
1680,University of Colorado at Denver,0,0,17.9,16.7,40.6,1
1681,University of Delaware,12.5,0,20.6,14,33.2,1
1682,University of Durham,0,0,17.9,16.9,34.7,1
1683,University of East Anglia,15.8,0,16.3,20.5,28,1
1684,University of Hamburg,14.8,0,17.9,18.8,39.4,1
1685,University of Kiel,13.7,15.5,10.3,11.6,30.7,3
1686,University of Koeln,0,12.6,7.3,19.6,38.6,3
1687,University of Leicester,0,0,19.3,15.8,33.9,1
1688,"University of Maryland, Baltimore",0,0,21.9,14,39.4,1
1689,University of Medicine and Dentistry New Jersey,0,0,23.1,13.8,35,1
1690,University of Miami,0,0,24.2,17.8,40.2,1
1691,University of Nebraska - Lincoln,20.9,0,16.3,15.2,34.7,1
1692,University of New South Wales,0,0,19.3,11.7,48.5,1
1693,University of Padua,0,0,12.6,18.4,48.4,3
1694,University of Paris Descartes (Paris 5),14.4,12,10.3,15,35.2,3
1695,University of Southampton,0,0,19.3,14,43.6,1
1696,University of Tennessee - Knoxville,12.5,0,20.6,19.8,39.7,1
1697,University of Tsukuba,0,20,12.6,8.9,41.3,3
1698,University of Turin,19.4,0,12.6,11.1,39.7,3
1699,University of Vienna,18.6,0,7.3,21.9,37.5,3
1700,University of Wageningen,0,0,29.2,14.4,38,1
1701,University of Warwick,0,0,18.6,15.2,35.9,1
1702,Virginia Commonwealth University,12.5,14.1,17.9,7.9,35.9,3
1703,Virginia Polytechnic Institute and State University,13.7,0,21.9,13,40.9,1
1704,Weizmann Institute of Science,0,0,24.2,27.3,31.2,1
1705,Autonomous University of Madrid,0,0,14.6,12.1,37,3
1706,Brandeis University,22.4,0,7.3,20.2,19.1,3
1707,Chalmers University of Technology,0,0,16.3,11.2,29.1,3
1708,Charles University in Prague,13.7,0,0,12.4,43.1,3
1709,Claude Bernard University Lyon 1,13.7,0,0,16.8,40.9,3
1710,Complutense University of Madrid,17.7,0,0,9.4,39.8,3
1711,Dalhousie University,0,0,14.6,15.9,35.2,3
1712,Ecole Polytechnique,20.2,0,7.3,11.8,26.1,3
1713,Georgetown University,0,0,12.6,8.4,33.4,3
1714,Hiroshima University,0,0,7.3,10,38.4,3
1715,Industrial Physics and Chemistry Higher Educational Institution - Paris,9.7,18.9,0,9.6,16.9,3
1716,Keio University,0,0,10.3,12.2,35.3,3
1717,Kobe University,0,0,12.6,13.4,33.7,3
1718,Korea Advanced Institute of Science and Technology,0,0,0,14,37.3,3
1719,Lancaster University,0,0,16.3,10.5,30,3
1720,Laval University,0,0,16.3,11.5,39.2,3
1721,London School of Hygiene and Tropical Medicine,9.7,0,0,10,28.7,3
1722,Louisiana State University - Baton Rouge,0,0,17.9,12.9,38.8,1
1723,Macquarie University,0,0,14.6,16.7,26,1
1724,Medical University of Vienna,12.5,15.5,7.3,6.3,32.6,3
1725,Monash University,0,0,7.3,14.7,46.4,3
1726,Mount Sinai School of Medicine,0,0,19.3,16,34.8,1
1727,Nanjing University,0,0,0,12.7,43.5,3
1728,National and Kapodistrian University of Athens,0,0,12.6,4.9,44,3
1729,Newcastle University,0,0,16.3,15.3,37.5,1
1730,Norwegian University of Science and Technology,16.8,0,10.3,15.6,34.3,3
1731,Paul Sabatier University (Toulouse 3),0,6.3,0,17.9,35.4,3
1732,Peking University,0,0,0,11.7,54.6,3
1733,Queen's University,0,0,16.3,14.8,35.6,1
1734,Queen's University,20.9,0,0,14.4,33.2,3
1735,Rensselaer Polytechnic Institute,14.8,0,17.9,13.3,26.9,1
1736,Royal Institute of Technology,0,15.5,0,8.4,37.4,3
1737,RWTH Aachen University,5.6,0,7.3,8.5,38.2,3
1738,Shanghai Jiao Tong University,0,0,0,9.1,53.4,3
1739,Simon Fraser University,0,0,12.6,10.9,32.5,3
1740,State University of Campinas,0,0,7.3,6.3,41.8,3
1741,State University of New York at Albany,0,0,19.3,5.9,29.9,3
1742,State University of New York at Buffalo,0,0,16.3,10.9,39.7,3
1743,Swedish University of Agricultural Sciences,0,0,12.6,16,29,3
1744,Technical University of Berlin,20.9,0,12.6,6.4,28.7,3
1745,The Chinese University of Hong Kong,0,0,14.6,6.7,42.5,3
1746,The George Washington University,13.7,0,12.6,10.2,32.6,3
1747,The Hong Kong University of Science and Technology,0,0,16.3,3,33.5,3
1748,The University of Adelaide,17.7,0,10.3,12.8,35.2,3
1749,The University of Auckland,15.8,0,10.3,16.4,37,3
1750,The University of Calgary,0,0,10.3,13.2,46.3,3
1751,The University of Dundee,0,0,14.6,14.9,27.3,3
1752,The University of Hong Kong,0,0,12.6,11,44.3,3
1753,The University of New Mexico - Albuquerque,0,0,10.3,17.5,35.9,3
1754,The University of Reading,0,0,14.6,18.6,29.8,1
1755,The University of Texas Health Science Center at San Antonio,0,0,23.1,8.4,29.7,1
1756,The University of Texas Medical Branch at Galveston,0,0,17.9,8.9,29.4,3
1757,Trinity College Dublin,13.7,14.1,7.3,9.1,29.3,3
1758,Tsinghua University,12.5,0,0,9.4,56.3,3
1759,Umea University,0,0,16.3,11.7,32.7,3
1760,University of Aberdeen,0,0,12.6,14.3,34.8,3
1761,University of Antwerp,0,0,12.6,13.3,33.2,3
1762,University of Bath,0,0,10.3,16.7,28.7,3
1763,University of Bochum,0,0,12.6,15.2,37.1,3
1764,University of Bologna,0,0,10.3,11.2,49.3,3
1765,University of Bordeaux 1,7.9,0,12.6,10.1,29.8,3
1766,University of Cape Town,22.4,0,10.3,13.8,32.3,3
1767,University of Duesseldorf,0,0,12.6,10.6,33,3
1768,University of Erlangen-Nuremberg,0,0,16.3,12.5,41.1,3
1769,University of Florence,0,0,16.3,11.4,40.3,3
1770,University of Gothenburg,0,15.5,0,13.8,38.5,3
1771,University of Guelph,0,0,16.3,12.1,34,3
1772,University of Halle-Wittenberg,5.6,8.9,7.3,12,29.4,3
1773,University of Houston,0,0,20.6,11.1,34.4,1
1774,University of Kansas - Lawrence,13.7,0,12.6,15.7,33,3
1775,University of Karlsruhe,5.6,0,10.3,13.2,32,3
1776,University of Kentucky,12.5,0,7.3,11.7,43.3,3
1777,University of Lausanne,0,0,12.6,17.9,30.1,3
1778,University of Leipzig,15.8,15.5,0,10.8,35.8,3
1779,University of Liege,9.7,0,10.3,12.8,30.3,3
1780,University of Manitoba,0,0,16.3,9.7,35.9,3
1781,University of Marburg,15.8,0,14.6,13.1,32.1,3
1782,University of Missouri - Columbia,11.2,0,7.3,12.3,40.7,3
1783,University of Montpellier 2,12.5,0,12.6,17,32.1,3
1784,University of Notre Dame,14.8,0,12.6,14.4,31.8,3
1785,University of Oregon,12.5,0,10.3,21,27.3,3
1786,University of Otago,0,0,10.3,10.4,33.3,3
1787,University of Ottawa,0,0,7.3,15.6,40.7,3
1788,University of Saskatchewan,11.2,0,16.3,5.8,34.4,3
1789,University of Science and Technology of China,0,0,7.3,9.9,45.5,3
1790,University of South Carolina - Columbia,0,0,16.3,13.8,35,1
1791,University of South Florida,0,0,14.6,9.8,38.1,3
1792,University of St Andrews,12.5,0,7.3,21.5,29.5,3
1793,University of Stuttgart,21.7,0,10.3,8.9,28.7,3
1794,University of the Mediterranean (Aix-Marseille 2),0,0,14.6,16.7,26.6,1
1795,University of Vermont,15.8,0,14.6,8.3,29.3,3
1796,University of Victoria,0,0,14.6,14.1,31.1,3
1797,University of Waterloo,0,0,19.3,9.3,40.8,3
1798,University of York,0,0,17.9,11.9,32.4,1
1799,Wake Forest University,0,0,10.3,9.4,33.6,3
1800,Washington State University - Pullman,0,0,20.6,12.9,32.7,1
1801,Wayne State University,0,0,7.3,8.3,41.7,3
1802,Western University,0,0,8.9,14.8,44.3,3
1803,Yeshiva University,0,0,12.6,18.2,34.2,3
1804,Yonsei University,0,0,7.3,9.7,46.5,3
1805,Zhejiang University,0,0,0,8.8,59.1,3
1806,Aristotle University of Thessaloniki,0,0,7.3,3.1,38.6,3
1807,Autonomous University of Barcelona,0,0,0,5.8,39.6,3
1808,Bar-Ilan University,0,0,12.6,8.7,27.8,3
1809,Ben-Gurion University of the Negev,0,0,7.3,11.1,36.7,3
1810,Brigham Young University,11.2,0,10.3,4,26.3,3
1811,City University of Hong Kong,0,0,7.3,4.8,36.2,3
1812,City University of New York City College,35.4,0,10.3,7.1,16.7,3
1813,Clemson University,0,0,12.6,7.5,27.6,3
1814,Technical University Darmstadt,17.7,0,7.3,7.9,29.2,3
1815,Dresden University of Technology,0,0,7.3,7.6,36.4,3
1816,Ecole National Superieure Mines - Paris,16.8,25.3,0,3.4,10.3,3
1817,Eotvos Lorand University,17.7,0,10.3,10.4,25.1,3
1818,Federal University of Minas Gerais,0,0,7.3,6.6,31.8,3
1819,Federal University of Rio de Janeiro,0,0,0,10.1,39.2,3
1820,Flinders University,17.7,0,7.3,6.1,22.5,3
1821,Fudan University,0,0,0,6.5,45,3
1822,Hanyang University,0,0,0,5.5,37.1,3
1823,Henri Poincare University (Nancy 1),13.7,18.9,0,4.7,22.1,3
1824,Indian Institute of Science,0,0,12.6,8.2,33,3
1825,Indian Institute of Technology Kharagpur,0,0,10.3,4.8,28.8,3
1826,Indiana University-Purdue University at Indianapolis,0,0,0,7.3,38.7,3
1827,Jagiellonian University,12.5,0,7.3,4.7,31.6,3
1828,James Cook University,0,0,7.3,14,21.8,3
1829,Kanazawa University,0,0,10.3,6.7,29.7,3
1830,Kansas State University,0,0,14.6,8,28.7,3
1831,Korea University,0,0,0,5,43.9,3
1832,Massey University,0,0,10.3,5.3,28,3
1833,Medical University of South Carolina,0,0,14.6,5.6,30.1,3
1834,Nanyang Technological University,0,0,0,3.2,44.6,3
1835,National Cheng Kung University,0,0,0,1.5,45.8,3
1836,National Chiao Tung University,0,0,7.3,4.8,37,3
1837,National Tsing Hua University,14.8,0,0,8.5,35.8,3
1838,Niigata University,0,0,12.6,3,28,3
1839,Okayama University,0,0,7.3,11.8,35.4,3
1840,Pohang University of Science and Technology,0,0,7.3,7.5,28.8,3
1841,Polytechnic Institute of Milan,9.7,15.5,0,6.6,28.7,3
1842,Polytechnic University of Valencia,0,0,7.3,8.5,29,3
1843,"Royal Holloway, U. of London",0,0,7.3,14.5,20.9,3
1844,Saint Louis University,0,12.6,7.3,4.6,25,3
1845,Saint Petersburg State University,27.4,0,0,5.3,31.6,3
1846,San Diego State University,0,0,12.6,10.5,26.7,3
1847,State University of New York Health Science Center at Brooklyn,0,15.5,10.3,5.9,17.6,3
1848,Sungkyunkwan University,0,0,0,7,41,3
1849,Syracuse University,0,0,16.3,10.7,25.4,3
1850,Technical University of Braunschweig,14.8,0,7.3,7.6,23.9,3
1851,Temple University,0,0,14.6,4,30.4,3
1852,Texas Tech University,0,0,10.3,6.3,31,3
1853,The Hong Kong Polytechnic University,0,0,7.3,1.5,38,3
1854,The Open University,0,0,12.6,15.6,21.8,3
1855,The University of Connecticut Health Center,0,0,10.3,11.1,23.2,3
1856,The University of Montana - Missoula,7.9,0,12.6,11.9,18.4,3
1857,The University of Texas at Dallas,0,0,10.3,11.3,24.3,3
1858,Thomas Jefferson University,0,0,16.3,9.1,29,3
1859,Tokyo Medical and Dental University,0,0,7.3,8.5,27.2,3
1860,Tulane University,0,0,14.6,11.8,28.5,3
1861,University College Cork,0,0,16.3,3.7,24,3
1862,University College Dublin,0,0,7.3,5.4,32,3
1863,University of Alaska - Fairbanks,0,0,14.6,16,21.2,3
1864,University of Arkansas at Fayetteville,0,0,10.3,10.9,25.3,3
1865,University of Bayreuth,0,0,7.3,14.2,24.2,3
1866,University of Bergen,0,0,0,15.4,33.9,3
1867,University of Bielefeld,0,0,14.6,11.9,26,3
1868,University of Central Florida,0,0,16.3,7.2,29.8,3
1869,University of Duisburg-Essen,0,0,7.3,9,29.9,3
1870,University of Essex,15.8,0,7.3,7.3,21.1,3
1871,University of Exeter,0,0,0,17.5,28,3
1872,University of Ferrara,0,0,10.3,5.3,27.1,3
1873,University of Genova,0,0,14.6,4.3,32.2,3
1874,University of Giessen,0,0,7.3,5.5,30.9,3
1875,University of Graz,11.2,12.6,0,8.7,20.6,3
1876,University of Innsbruck,0,10.9,0,19.1,24.2,3
1877,University of Jena,0,0,0,11.8,35.3,3
1878,University of Konstanz,0,0,14.6,11.5,23.3,3
1879,University of Maastricht,0,0,0,5.4,36.6,3
1880,University of Naples Federico II,0,0,7.3,4.7,42.7,3
1881,University of Nebraska Medical Center,0,0,16.3,7.6,23.4,3
1882,University of Nevada - Reno,0,0,7.3,15,24.2,3
1883,University of New Hampshire - Durham,0,0,14.6,12.7,23.6,3
1884,University of Newcastle,0,0,10.3,7.4,26.3,3
1885,University of Oklahoma - Norman,0,0,10.3,11,28.9,3
1886,University of Oulu,0,0,7.3,7.2,29.5,3
1887,University of Palermo,0,0,12.6,8.8,30.2,3
1888,University of Paris Dauphine (Paris 9),0,26.8,7.3,0,11.1,3
1889,University of Regensburg,0,0,7.3,5.5,32.9,3
1890,University of Rhode Island,0,0,20.6,11.3,21,1
1891,University of Southern Denmark,0,0,14.6,12.7,28.5,3
1892,University of Surrey,0,0,7.3,5,29.3,3
1893,University of Szeged,0,15.5,7.3,6.8,23.9,3
1894,University of Tasmania,0,0,7.3,8.5,25.9,3
1895,University of the Witwatersrand,22.4,0,0,11.4,27.3,3
1896,University of Turku,0,0,10.3,7.1,33,3
1897,University of Twente,0,0,10.3,9.3,28.5,3
1898,University of Ulm,0,0,7.3,9.4,32.1,3
1899,University of Valencia,0,0,7.3,7.7,38.9,3
1900,University of Warsaw,19.4,0,0,3.6,33.5,3
1901,University of Wollongong,0,0,12.6,7.7,26.3,3
1902,Vrije University Brussel,15.8,0,0,9.4,26,3
1903,Waseda University,0,0,12.6,9.3,30.1,3
1904,Yamaguchi University,0,0,16.3,5.3,22.1,3
1905,Aalto University,0,0,0,9.1,27.8,3
1906,Auburn University,0,0,7.3,6.2,30.4,3
1907,Boston College,0,0,7.3,9,22.5,3
1908,Brunel University,0,0,10.3,1.5,25.5,3
1909,Carleton University,0,0,12.6,4.8,25.5,3
1910,Catholic University of Chile,0,0,7.3,9.1,24.6,3
1911,Catholic University of the Sacred Heart,0,0,7.3,5,28.7,3
1912,Chang Gung University,0,0,7.3,1.5,29.7,3
1913,Chiba University,0,0,0,6.8,32.8,3
1914,China Agricultural University,0,0,0,7.6,32,3
1915,Cranfield University,0,0,7.3,7,21.1,3
1916,Dalian University of Technology,0,0,0,1.5,36.1,3
1917,Drexel University,0,0,0,9.7,28.8,3
1918,Ecole Normale Superieure - Lyon,0,0,7.3,9.3,20.7,3
1919,Ehime University,0,0,7.3,8.7,23.4,3
1920,Eindhoven University of Technology,0,0,0,7.6,31.4,3
1921,Federal University of Rio Grande do Sul,0,0,0,3.4,33.7,3
1922,Gifu University,0,0,7.3,6.9,25.5,3
1923,Gunma University,0,0,7.3,7.3,23.5,3
1924,Hannover Medical School,0,0,0,8.5,28.8,3
1925,Harbin Institute of Technology,0,0,0,0,38.6,3
1926,Huazhong University of Science and Technology,0,0,0,0,38,3
1927,Istanbul University,15.8,0,0,1.5,32.5,3
